7.350000000000000000e+02,4.980000000000000000e+02
7.380000000000000000e+02,4.560000000000000000e+02
7.380000000000000000e+02,4.110000000000000000e+02
7.380000000000000000e+02,3.220000000000000000e+02
7.350000000000000000e+02,2.990000000000000000e+02
7.230000000000000000e+02,2.160000000000000000e+02
7.180000000000000000e+02,1.960000000000000000e+02
7.020000000000000000e+02,1.420000000000000000e+02
6.890000000000000000e+02,1.120000000000000000e+02
6.670000000000000000e+02,8.600000000000000000e+01
6.440000000000000000e+02,6.300000000000000000e+01
6.290000000000000000e+02,4.800000000000000000e+01
6.090000000000000000e+02,3.300000000000000000e+01
5.670000000000000000e+02,1.600000000000000000e+01
5.390000000000000000e+02,1.000000000000000000e+01
5.210000000000000000e+02,6.000000000000000000e+00
4.740000000000000000e+02,0.000000000000000000e+00
4.410000000000000000e+02,-2.000000000000000000e+00
4.150000000000000000e+02,-2.000000000000000000e+00
3.410000000000000000e+02,-3.000000000000000000e+00
3.210000000000000000e+02,0.000000000000000000e+00
2.670000000000000000e+02,0.000000000000000000e+00
2.300000000000000000e+02,0.000000000000000000e+00
2.070000000000000000e+02,2.000000000000000000e+00
1.680000000000000000e+02,9.000000000000000000e+00
1.470000000000000000e+02,1.400000000000000000e+01
1.330000000000000000e+02,2.100000000000000000e+01
1.180000000000000000e+02,3.100000000000000000e+01
1.050000000000000000e+02,4.100000000000000000e+01
9.400000000000000000e+01,5.200000000000000000e+01
8.200000000000000000e+01,6.700000000000000000e+01
7.200000000000000000e+01,8.200000000000000000e+01
6.100000000000000000e+01,1.060000000000000000e+02
5.400000000000000000e+01,1.380000000000000000e+02
5.100000000000000000e+01,1.580000000000000000e+02
4.900000000000000000e+01,1.920000000000000000e+02
4.900000000000000000e+01,2.610000000000000000e+02
4.900000000000000000e+01,2.790000000000000000e+02
4.900000000000000000e+01,3.390000000000000000e+02
4.900000000000000000e+01,3.760000000000000000e+02
4.900000000000000000e+01,4.370000000000000000e+02
4.900000000000000000e+01,4.740000000000000000e+02
4.600000000000000000e+01,4.970000000000000000e+02
3.800000000000000000e+01,5.400000000000000000e+02
3.700000000000000000e+01,5.600000000000000000e+02
3.000000000000000000e+01,5.750000000000000000e+02
2.500000000000000000e+01,5.870000000000000000e+02
1.700000000000000000e+01,6.000000000000000000e+02
9.000000000000000000e+00,6.150000000000000000e+02
1.000000000000000000e+00,6.260000000000000000e+02
-8.000000000000000000e+00,6.350000000000000000e+02
-8.000000000000000000e+00,6.440000000000000000e+02
-7.000000000000000000e+00,6.520000000000000000e+02
-5.000000000000000000e+00,6.570000000000000000e+02
-6.000000000000000000e+00,6.660000000000000000e+02
-6.000000000000000000e+00,6.730000000000000000e+02
-6.000000000000000000e+00,6.840000000000000000e+02
-5.000000000000000000e+00,6.970000000000000000e+02
-3.000000000000000000e+00,7.050000000000000000e+02
-3.000000000000000000e+00,7.120000000000000000e+02
-1.000000000000000000e+00,7.170000000000000000e+02
-1.000000000000000000e+00,7.190000000000000000e+02
0.000000000000000000e+00,7.220000000000000000e+02
0.000000000000000000e+00,7.250000000000000000e+02
0.000000000000000000e+00,7.270000000000000000e+02
0.000000000000000000e+00,7.290000000000000000e+02
0.000000000000000000e+00,7.300000000000000000e+02
0.000000000000000000e+00,7.300000000000000000e+02
0.000000000000000000e+00,7.240000000000000000e+02
0.000000000000000000e+00,7.140000000000000000e+02
2.000000000000000000e+00,6.980000000000000000e+02
6.000000000000000000e+00,6.840000000000000000e+02
9.000000000000000000e+00,6.670000000000000000e+02
1.200000000000000000e+01,6.510000000000000000e+02
1.900000000000000000e+01,6.330000000000000000e+02
2.800000000000000000e+01,6.110000000000000000e+02
3.600000000000000000e+01,5.950000000000000000e+02
4.600000000000000000e+01,5.680000000000000000e+02
5.800000000000000000e+01,5.410000000000000000e+02
